,id,year,month,day,country,region,state,city,latitude,longitude,summary,target,tgroup,weapon,fatalities,injuries
74736,200211250005,2002,11,25,Turkmenistan,Central Asia,Ashgabat,Ashgabat,37.950196999999996,58.380223,"11/25/2002: Unidentified gunmen attempted to assassinate Saparmurat Niyazov, the President of Turkmenistan, as he was driving his car in Ashgabat, Turkmenistan, Russia.  The assailants blocked the President's motorcade with their own vehicles, opened fire and wounded at least one police officer. Niyazov blamed elements within the Russian government for the incident; however, Russian authorities deny any involvement.  Specific motive is unknown.",Government (General),Gunmen,Firearms,0,1
