year,injuries,fatalities,region,count
1980,2,1,Central America & Caribbean,9
1981,0,0,Central America & Caribbean,1
1983,20,0,Central America & Caribbean,17
1984,5,4,Central America & Caribbean,14
1985,18,2,Central America & Caribbean,9
1986,0,0,Central America & Caribbean,1
1988,0,0,Central America & Caribbean,4
1991,0,1,Central America & Caribbean,1
