keyword,val
aleppo,62.120293363148036
damascus,58.2032461943162
al,54.06400643397724
fired,37.62987600939337
injured,36.09448025368432
islamic,35.88421986890242
sources,35.64541848098506
others,35.44680331606793
however,35.37752661298574
attributed,34.989717937796826
incidents,34.79646171306976
iraq,33.9355083747349
levant,33.9355083747349
isil,33.91145758191199
state,33.835996451969734
neighborhood,32.87308211472454
syrian,32.80973537343759
incident,32.121122667378984
landed,32.09485111115396
soldiers,31.765509193480625
unknown,30.369021678168412
across,29.02897724735501
front,28.970938416227604
projectiles,25.91084588232563
blast,25.907349860669484
near,25.81929769046326
projectile,25.274380855756327
homs,24.55656521671427
idlib,23.294278447886885
forces,23.168472553358676
number,23.06392974029637
hasakah,22.89702963720027
casualties,22.818809320105473
nusrah,22.088871188731783
neighborhoods,21.911484143315178
bomber,20.783722469668454
armed,20.52794079433675
attacked,20.122081572039292
saf,19.726085401643925
vehicle,19.514919006968324
explosives,19.481491773433326
laden,19.191065556441952
suicide,19.097249649042638
army,19.0955668278303
rockets,19.014721136108726
town,18.68967394671695
including,17.29185747212673
blasts,17.172264941895524
different,16.662225700485536
reported,16.660931174815218
mortars,15.79720673837922
members,15.44016111326912
wounded,14.671266815996066
abducted,14.602907089750918
village,14.242464053882006
civilians,13.685381459873907
person,12.018845154521037
explosive,10.915164498611002
free,10.901612471303576
related,10.875926026075462
ypg,10.853783407868184
addition,10.814558253353626
sham,10.427407490036353
checkpoint,10.384442922875275
fire,10.014091565655635
targeting,9.931565751884065
stated,9.467697036241798
opened,9.118342048343758
bombings,8.759940309139651
muslim,8.722144297268379
fundamentalists,8.722144297268379
around,8.502849798900236
carried,8.467992197775533
also,8.431622000019903
bombers,8.316073551438077
ahrar,7.961736678381903
targeted,7.7414333949897705
protection,7.46737420490006
units,7.46737420490006
