year,injuries,fatalities,region,count
1973,0,0,Australasia & Oceania,1
1981,0,0,Australasia & Oceania,2
1984,0,1,Australasia & Oceania,1
1991,0,0,Australasia & Oceania,1
1994,0,0,Australasia & Oceania,1
1996,2,0,Australasia & Oceania,2
1997,0,0,Australasia & Oceania,1
2001,0,0,Australasia & Oceania,1
2003,0,0,Australasia & Oceania,3
2008,0,0,Australasia & Oceania,5
2014,0,0,Australasia & Oceania,1
2016,0,0,Australasia & Oceania,1
