keyword,val
kurinbi,1.7321873658322249
set,1.512160848446133
fire,1.512160848446133
however,1.0260679320441153
haa,0.8660936829161124
dhaalu,0.8660936829161124
atoll,0.8660936829161124
administrative,0.8660936829161124
division,0.8660936829161124
arson,0.8660936829161124
date,0.8660936829161124
office,0.8628490409603363
motorcycle,0.7312137631555127
motorcycles,0.7312137631555127
building,0.7059748467421839
maldivian,0.6745036431515614
democratic,0.6745036431515614
party,0.6745036431515614
mdp,0.6745036431515614
damaged,0.6625844766646699
sources,0.6625844766646699
attributed,0.6625844766646699
muslim,0.6625844766646699
fundamentalists,0.6625844766646699
residence,0.6229717330900792
attacked,0.5607626874026642
minivan,0.550265878913235
news,0.550265878913235
vehicle,0.47892386718913355
waheed,0.47892386718913355
province,0.47314708353575097
ghafoor,0.4068116263536493
although,0.3893403504595141
political,0.3893403504595141
entities,0.3893403504595141
day,0.3893403504595141
unharmed,0.37405314958682767
campaign,0.33909960268086786
abducted,0.33076828185089235
journalist,0.33076828185089235
hulhumale,0.33076828185089235
council,0.33076828185089235
outcome,0.33076828185089235
kidnapping,0.33076828185089235
unknown,0.33076828185089235
security,0.32073006855376207
cameras,0.32073006855376207
threw,0.25756152241611935
molotov,0.25756152241611935
cocktails,0.25756152241611935
ali,0.23946193359456677
chairperson,0.23946193359456677
hamid,0.20340581317682466
abdul,0.20340581317682466
former,0.20340581317682466
member,0.20340581317682466
parliament,0.20340581317682466
mp,0.20340581317682466
escaped,0.20340581317682466
door,0.20340581317682466
assault,0.20340581317682466
