year,injuries,fatalities,region,count
1974,0,1,East Asia,1
1982,3,1,East Asia,1
1983,4,1,East Asia,1
1986,30,5,East Asia,2
1988,0,0,East Asia,8
1989,0,0,East Asia,1
1990,1,0,East Asia,3
1991,0,0,East Asia,6
1992,0,1,East Asia,3
1994,1,1,East Asia,2
1995,1,0,East Asia,4
1996,30,0,East Asia,1
2001,2,0,East Asia,1
2003,60,0,East Asia,1
2006,1,0,East Asia,1
2015,1,0,East Asia,1
2016,0,0,East Asia,1
