keyword,val
building,45.77072885758476
bomb,38.39620535448623
damages,36.76067098533598
police,33.89626714362014
sustained,32.172838716132645
bombed,28.832815066474836
california,26.791547885847447
new,26.433525827788266
damaged,24.52052030736011
university,24.333620592455595
york,21.891509229556863
fire,21.84756356527535
car,20.97537106943261
series,20.58727306339876
related,20.128545589389823
firebombed,20.05275265414175
detonated,19.17052996520787
threw,18.33120207075113
damage,17.95395661149283
office,17.42395976317726
caused,17.39390000491325
minor,17.35460777785775
black,16.872136125728886
suspected,16.590539540694113
american,16.09873936382099
discovered,15.959882547136594
african,15.732952149212602
city,15.714549579796628
placed,15.663347907594368
estimated,15.572584244710647
set,15.408072628727345
station,14.95467183446047
destroyed,14.536247122105497
incidents,13.063515422495371
firebomb,12.9337020623023
device,12.90290755199413
illinois,12.841040591652035
manhattan,12.494454281402074
firebombs,12.184586430602142
attacks,11.280257303297557
area,11.161574350849357
selective,11.160838129438135
windows,11.126907517862426
attack,11.010278225522441
service,10.847000403133752
members,10.545292228117454
subsequently,9.783475405336015
time,9.764050196644954
many,8.835400683938522
