year,injuries,fatalities,region,count
1984,1,11,Australasia & Oceania,10
1985,11,0,Australasia & Oceania,7
1986,0,0,Australasia & Oceania,2
1988,11,22,Australasia & Oceania,9
1989,0,2,Australasia & Oceania,1
1992,0,0,Australasia & Oceania,2
