keyword,val
police,5.095389075721669
attacked,4.355411429774544
killed,4.236087254390794
army,4.067551826426067
village,3.6711551582929345
kla,3.621869757775724
liberation,3.3650017465851545
incident,3.1601416996900316
casualties,2.8429990148183366
federal,2.6950224475429683
republic,2.6950224475429683
yugoslavia,2.6950224475429683
serb,2.6681545944224645
reported,2.6520944996837983
fry,2.615343099311986
injured,2.602260987438503
policeman,2.532540608692605
unknown,2.444634337976842
pristina,2.3358695621473
station,2.209349122370563
wounded,2.159805379948843
near,2.117877421820646
automatic,2.0330881125733944
members,1.9183640530234838
hurt,1.9140301526165806
serbian,1.8388799616827325
yugoslav,1.788460479721603
mine,1.773609100777008
road,1.746417908791458
patrol,1.6984244993067144
group,1.6765002325569207
pec,1.6506073294205001
separatists,1.6168882271544305
guns,1.6150011856544442
srbica,1.6138974939073536
attackers,1.6033260189875571
killing,1.5859041933938873
grenade,1.46794517085915
weapons,1.3377684209107248
ethnic,1.2726112591360081
trepca,1.2689482556843406
stari,1.2689482556843406
fired,1.2521829213066196
policemen,1.2513746812034183
another,1.2135369929702113
assailants,1.1976040750594126
unidentified,1.186847654446715
damage,1.18367870952555
others,1.1785519861211569
injuries,1.1671856897219295
claimed,1.1522224230403493
fire,1.1344505757884265
also,1.1262932560030423
perpetrator,1.1099721708589396
captured,1.1016679124934308
thrown,1.089973858258643
trg,1.0866184611999592
several,1.0759116441255907
decani,1.0749548452938795
wounding,1.0717894508391947
mortar,1.0599719867847197
gunmen,1.050028466098751
car,1.0459177815762568
launchers,1.0197002710399428
soldier,0.9978312831844186
reports,0.9952024095657406
central,0.9947281755787525
damaged,0.982643787586084
vehicle,0.9710131707223537
launched,0.9573490309471143
used,0.9514513191279452
causing,0.910281724589578
machine,0.8993090900855197
rocket,0.8621821037502465
