keyword,val
reported,19.44967672171336
device,19.431923943687448
police,18.557470985547575
unknown,17.50527696095205
damage,17.410601852054917
dagestan,17.201125052878627
unidentified,16.805953401449912
casualties,16.495349432271254
explosive,16.216449287499387
car,15.428405946037426
bomb,14.985217611960753
detonated,14.277291281992467
night,13.855457057580667
improvised,13.3578656416896
assailants,13.342130669222001
kabardino,13.259327578899489
militants,12.978242578514456
killed,12.018824315442858
street,11.750498802978418
fire,11.583437182556741
vehicle,11.431250846076079
makhachkala,11.284527719717588
district,11.062969408776677
evening,10.922756619670968
thursday,10.348470837616418
near,10.347870646545973
ingushetia,10.313820215423162
gunmen,10.166038086602008
damaged,10.075346316118624
monday,10.037375562776466
sunday,10.005802945479102
around,9.995061715602386
balkariya,9.802085654024763
found,9.751901818415885
friday,9.610532580334969
officer,8.990950466131533
village,8.950742988253046
fired,8.783366002322293
saturday,8.760595264286206
morning,8.70127733029593
shot,8.443823335527581
wounded,8.431412621097158
wednesday,8.335514867160073
building,8.022265140427129
damages,7.8907377000556504
afternoon,7.7695915584349295
nazran,7.618568496940821
opened,7.590275584664708
tnt,7.560652714476165
tuesday,7.5581922159985355
injured,7.541524722086564
nalchik,7.385716879706183
killing,7.356170192473945
ied,7.3035737454630025
damaging,7.080888787694309
house,6.797713544515755
caused,6.777504309759954
chief,6.707789687205138
home,6.672099625371663
grenade,6.63584812475295
russian,6.605980790220816
causing,6.526288695137814
officers,6.525531793584885
blast,6.38347251428063
equivalent,6.3508584435888995
exploded,6.219762338145772
balkaria,6.2154859734848635
explosion,6.076071962584806
traffic,6.067476328640096
station,6.0463071738553005
property,6.03713803789025
republic,6.022265444859878
amount,6.007464125803523
khasavyurt,6.003514777293016
policeman,5.976567501349677
kilograms,5.675738303625371
wounding,5.66221938334118
service,5.640648682053683
security,5.626965169865492
automatic,5.600793956617233
scene,5.550706470225153
outside,5.262575853106309
railway,5.238047256191267
later,5.2013109313739365
federal,5.168412459100978
area,5.059206582796897
attacks,4.965622816069662
civilian,4.745043599373327
attacked,4.691601107896695
although,4.674978494016266
died,4.663978662165177
vaz,4.597283796390089
upon,4.571078889840627
head,4.508735658580303
highway,4.500664299733564
caucasus,4.490039551993515
city,4.436384445551331
targeting,4.38438346849164
meters,4.301006014611799
homemade,4.233849012221592
second,4.0513728704047995
hospital,4.038091162100356
related,3.9720778392756033
ministry,3.9055659690241065
