year,injuries,fatalities,region,count
1991,0,0,Central America & Caribbean,1
1992,1,3,Central America & Caribbean,4
1994,6,3,Central America & Caribbean,9
1996,0,0,Central America & Caribbean,1
1997,3,1,Central America & Caribbean,14
2007,0,1,Central America & Caribbean,1
