year,injuries,fatalities,region,count
1970,0,3,South America,33
1971,0,1,South America,8
1972,0,0,South America,1
1984,0,0,South America,4
1985,0,0,South America,2
1986,0,0,South America,2
1989,0,1,South America,1
1990,0,0,South America,1
1991,0,0,South America,3
1992,0,0,South America,11
1994,4,0,South America,4
1995,0,0,South America,1
1996,0,0,South America,1
1997,1,0,South America,2
2005,0,0,South America,1
2016,1,1,South America,1
