keyword,val
related,0.46541010457232834
incidents,0.46541010457232834
purported,0.46541010457232834
serb,0.46541010457232834
protesters,0.46541010457232834
broke,0.46541010457232834
torched,0.46541010457232834
embassy,0.46541010457232834
resulted,0.46541010457232834
property,0.46541010457232834
damage,0.46541010457232834
structure,0.46541010457232834
serbia,0.45484524937923076
police,0.4227820724129211
croatian,0.34382512611502847
explosive,0.3437365020397592
device,0.3437365020397592
casualties,0.3437365020397592
sunday,0.2950588097636754
evening,0.2950588097636754
assailant,0.2950588097636754
detonated,0.2950588097636754
improvised,0.2950588097636754
ied,0.2950588097636754
damaging,0.2950588097636754
vehicle,0.2950588097636754
causing,0.2950588097636754
car,0.2818547149419474
us,0.24648857778510672
person,0.24648857778510672
believed,0.24648857778510672
protester,0.24648857778510672
perished,0.24648857778510672
blaze,0.24648857778510672
approximately,0.24648857778510672
civilians,0.24648857778510672
injured,0.24648857778510672
saturday,0.1409273574709737
highly,0.1409273574709737
powerful,0.1409273574709737
planted,0.1409273574709737
next,0.1409273574709737
jeep,0.1409273574709737
parked,0.1409273574709737
inside,0.1409273574709737
station,0.1409273574709737
impound,0.1409273574709737
yard,0.1409273574709737
exploded,0.1409273574709737
bujonevac,0.1409273574709737
central,0.1409273574709737
province,0.1409273574709737
montenegro,0.1409273574709737
parts,0.1409273574709737
scattered,0.1409273574709737
within,0.1409273574709737
meter,0.1409273574709737
area,0.1409273574709737
blast,0.1409273574709737
also,0.1409273574709737
damaged,0.1409273574709737
administration,0.1409273574709737
building,0.1409273574709737
well,0.1409273574709737
nearby,0.1409273574709737
buildings,0.1409273574709737
cars,0.1409273574709737
explosion,0.1409273574709737
claim,0.1409273574709737
made,0.1409273574709737
