keyword,val
attack,10.876188174880383
minor,9.821438177800529
incendiary,8.64421399524155
tuesday,8.244620242079076
office,7.636898721111799
firebombed,7.54437890836563
motive,7.48256409987898
night,7.363331468843771
vehicle,7.178879295338589
threw,7.119760233711686
morning,7.010789305793182
building,6.797449120423061
devices,6.671295935252212
bank,6.564928398804373
thessaloniki,6.471889977259625
damaging,6.445970240179422
outside,6.243916023925381
police,6.024998486688898
vehicles,5.486610107775773
around,5.451414006206534
wednesday,5.426622222907811
device,5.405986666866385
thursday,5.119338116060836
incident,5.0788475449382595
injuries,5.074020152650693
bomb,5.00162185495132
caused,4.940724007904284
ignited,4.834574303147442
fire,4.766841881468753
area,4.537765592117122
attacks,4.489711316359463
branch,4.4273194365015485
friday,4.211146599305246
offices,4.2060629415064525
causalities,4.114014382267954
exploded,4.112420124732096
car,3.937774767983389
crete,3.844336547217979
revolutionary,3.742298043832416
belonging,3.7099849222692285
detonated,3.6038044541636136
station,3.4615247449388127
party,3.3966315325712375
firebomb,3.3832549255936675
made,3.35710995691412
claim,3.2940567085634944
destroying,3.255603080389689
monday,3.1862578055859014
dealership,3.182251379556898
set,3.1599269938880723
struggle,3.1151766513629604
nuclei,3.1036028444662143
saturday,3.005439511883866
used,2.9825800065513697
explosive,2.869317009359067
piraeus,2.853489226534608
conspiracy,2.8488365449463506
sunday,2.8382829846159665
related,2.8295114136438366
home,2.767782339974798
macedonia,2.6526222713509275
propane,2.629466827748137
canisters,2.629466827748137
new,2.606235822572512
democracy,2.606235822572512
small,2.5828473906487153
improvised,2.5199615201184136
nearby,2.4978870287535786
fired,2.4843831566623322
evening,2.4388950004438676
damaged,2.431347307893459
molotov,2.3713229306964196
cocktails,2.3713229306964196
targeted,2.1447415932678613
gas,2.1402972952747374
front,1.996009379419896
also,1.969511199772436
minister,1.9601029748793974
parked,1.9470409416061178
canister,1.9222385144170033
responsible,1.8390996085949454
minutes,1.7451921822427123
socialist,1.5549899432430407
khalandri,1.3550042246657454
koukaki,0.9947856681668539
kaminia,0.9947856681668539
drapetsona,0.9947856681668539
panhellenic,0.9947856681668539
movement,0.9947856681668539
votanikos,0.9947856681668539
goudi,0.9947856681668539
occurred,0.9947856681668539
within,0.9947856681668539
another,0.9947856681668539
illuminating,0.9947856681668539
paths,0.9947856681668539
solidarity,0.9947856681668539
