,id,year,month,day,country,region,state,city,latitude,longitude,summary,target,tgroup,weapon,fatalities,injuries
71571,200012310007,2000,12,31,St. Lucia,Central America & Caribbean,Castries Quarter,Castries,14.010110000000001,-60.9875,"12/31/2001: Five assailants attacked worshippers in the Basilica of the Immaculate Conception in Castries, Castries Quarter, St. Lucia.  The five men attacked while 400 people were in attendance during Holy Communion; they began dousing people in gasoline, setting them on fire, and hacking at them with machetes.  The assailants also set fire to the altar and to a priest.  Two people were killed, including a nun, and at least 12 were hospitalized.  Two men were taken into custody; they stated that they were Rastafarians and claimed that they had been sent by God to cleanse the Catholic church of corruption.",Religious Figures/Institutions,Rastas,Melee,2,12
