keyword,val
police,1.049639464627611
including,1.0295186540007444
attack,1.0220918541604056
incident,0.9414393523333762
ouagadougou,0.9127495473162102
soldiers,0.9019625259582547
least,0.8272015887145103
opened,0.8067529733126843
fire,0.8067529733126843
attacked,0.7771092004750961
assault,0.7475118677954284
group,0.7043760897773464
region,0.6811606429993478
al,0.6474774658522674
post,0.590838385117382
state,0.590838385117382
greater,0.590838385117382
sahara,0.590838385117382
isgs,0.590838385117382
muslim,0.5893972559336067
soldier,0.5857225327833742
qaida,0.5404641396823042
maghreb,0.5404641396823042
aqim,0.5404641396823042
station,0.5248197323138055
officers,0.5248197323138055
hotel,0.48671720712207756
armed,0.4563747736581051
explosive,0.4563747736581051
devices,0.4563747736581051
firearms,0.4563747736581051
centre,0.4563747736581051
coordinated,0.4563747736581051
assaults,0.4563747736581051
targeting,0.4563747736581051
public,0.4563747736581051
businesses,0.4563747736581051
overnight,0.4563747736581051
others,0.4563747736581051
across,0.4563747736581051
incidents,0.4563747736581051
stated,0.4563747736581051
attacks,0.4563747736581051
carried,0.4563747736581051
retaliation,0.4563747736581051
western,0.4563747736581051
operations,0.4563747736581051
countries,0.4563747736581051
jocelyn,0.40746640353545927
elliott,0.40746640353545927
ken,0.40746640353545927
unknown,0.40526251976465455
army,0.3592934894998251
intangom,0.3592934894998251
koutougou,0.33963211771274865
wounded,0.33963211771274865
border,0.3357357896264958
markoye,0.3357357896264958
customs,0.3357357896264958
officer,0.3357357896264958
local,0.32971778665074836
official,0.32971778665074836
tin,0.32971778665074836
abao,0.32971778665074836
village,0.32971778665074836
intamgom,0.277736505263338
however,0.277736505263338
sources,0.277736505263338
attributed,0.277736505263338
extremists,0.277736505263338
military,0.27299499339343086
base,0.27299499339343086
nassoumbou,0.27299499339343086
number,0.27299499339343086
also,0.27299499339343086
reported,0.27299499339343086
missing,0.27299499339343086
ansar,0.27299499339343086
islam,0.27299499339343086
ybi,0.21920181800072205
cappuccino,0.21775568595946718
cafe,0.21775568595946718
abducted,0.20373320176772963
australian,0.20373320176772963
surgical,0.20373320176772963
clinic,0.20373320176772963
managers,0.20373320176772963
djibo,0.20373320176772963
released,0.20373320176772963
february,0.20373320176772963
whereabouts,0.20373320176772963
splendid,0.17667256114429375
held,0.17667256114429375
hostage,0.17667256114429375
inside,0.17667256114429375
security,0.17667256114429375
forces,0.17667256114429375
rescued,0.17667256114429375
following,0.17667256114429375
day,0.17667256114429375
