year,injuries,fatalities,region,count
1991,0,128,Sub-Saharan Africa,9
1992,4,21,Sub-Saharan Africa,4
1994,33,228,Sub-Saharan Africa,22
1995,23,40,Sub-Saharan Africa,14
1996,11,60,Sub-Saharan Africa,5
1997,1,16,Sub-Saharan Africa,3
1998,19,258,Sub-Saharan Africa,7
1999,0,28,Sub-Saharan Africa,9
2000,31,60,Sub-Saharan Africa,24
2016,0,1,Sub-Saharan Africa,1
