year,injuries,fatalities,region,count
1979,0,0,Sub-Saharan Africa,2
1981,6,10,Sub-Saharan Africa,5
1982,5,0,Sub-Saharan Africa,2
1983,8,30,Sub-Saharan Africa,12
1984,1,1,Sub-Saharan Africa,1
1988,11,4,Sub-Saharan Africa,1
1994,0,0,Sub-Saharan Africa,3
2006,1,0,Sub-Saharan Africa,1
2009,0,0,Sub-Saharan Africa,1
2015,2,1,Sub-Saharan Africa,1
